distr,ds_abreviatura_orgao,CD_UF_ORGAO,ds_orgao,CD_CATEGORIA,DS_CATEGORIA_POR,CD_NIVEL,quantidade
8,CFRP,PR,Capitania Fluvial do Rio Paraná,EAM,Estagiário de Adaptação de Máquinas,(null),1
8,CFRP,PR,Capitania Fluvial do Rio Paraná,MNC,MARINHEIRO DE CONVÉS,4,3
8,CFRP,PR,Capitania Fluvial do Rio Paraná,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,2,5
8,CFRP,PR,Capitania Fluvial do Rio Paraná,PEP,PESCADOR PROFISSIONAL ESPECIALIZADO,3,3
8,CFRP,PR,Capitania Fluvial do Rio Paraná,POP,PESCADOR PROFISSIONAL,1,38
8,CFRP,PR,Capitania Fluvial do Rio Paraná,1ON,PRIMEIRO OFICIAL DE NÁUTICA,8,1
8,CFRP,PR,Capitania Fluvial do Rio Paraná,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,1,349
8,CFRP,PR,Capitania Fluvial do Rio Paraná,CTF,CONDUTOR MAQUINISTA - MOTORISTA FLUVIAL,5,1
8,CFRP,PR,Capitania Fluvial do Rio Paraná,MFL,MESTRE FLUVIAL,5,7
8,CFRP,PR,Capitania Fluvial do Rio Paraná,POP,PESCADOR PROFISSIONAL,2,125
8,CFRP,PR,Capitania Fluvial do Rio Paraná,TAA,TAIFEIRO,2,7
8,CFRP,PR,Capitania Fluvial do Rio Paraná,1OM,PRIMEIRO OFICIAL DE MÁQUINAS,8,1
8,CFRP,PR,Capitania Fluvial do Rio Paraná,CCB,CAPITÃO DE CABOTAGEM,9,1
8,CFRP,PR,Capitania Fluvial do Rio Paraná,CDM,CONDUTOR DE MÁQUINAS,5,1
8,CFRP,PR,Capitania Fluvial do Rio Paraná,MFM,MARINHEIRO FLUVIAL DE MÁQUINAS,3,61
8,CFRP,PR,Capitania Fluvial do Rio Paraná,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,1,1
8,CFRP,PR,Capitania Fluvial do Rio Paraná,CMF,CONTRAMESTRE FLUVIAL,4,38
8,CFRP,PR,Capitania Fluvial do Rio Paraná,CMP,CONDUTOR DE MOTORISTA DE PESCA,3,1
8,CFRP,PR,Capitania Fluvial do Rio Paraná,MFC,MARINHEIRO FLUVIAL DE CONVÉS,3,88
8,CFRP,PR,Capitania Fluvial do Rio Paraná,MNM,MARINHEIRO DE MÁQUINAS,4,5
8,CFRP,PR,Capitania Fluvial do Rio Paraná,PFL,PILOTO FLUVIAL,6,1
8,CFRP,PR,Capitania Fluvial do Rio Paraná,ENF,ENFERMEIRO,5,1
8,CFRP,PR,Capitania Fluvial do Rio Paraná,MCB,MESTRE DE CABOTAGEM,6,2
8,CFRP,PR,Capitania Fluvial do Rio Paraná,MAC,MARINHEIRO AUXILIAR DE CONVÉS,2,25
8,CFRP,PR,Capitania Fluvial do Rio Paraná,PLF,PILOTO FLUVIAL,6,4
8,DelGuaira,PR,Delegacia Fluvial de Guaíra,CFL,CAPITÃO FLUVIAL,7,3
8,DelGuaira,PR,Delegacia Fluvial de Guaíra,MAC,MARINHEIRO AUXILIAR DE CONVÉS,2,110
8,DelGuaira,PR,Delegacia Fluvial de Guaíra,PFL,PILOTO FLUVIAL,6,1
8,DelGuaira,PR,Delegacia Fluvial de Guaíra,POP,PESCADOR PROFISSIONAL,2,464
8,DelGuaira,PR,Delegacia Fluvial de Guaíra,MCB,MESTRE DE CABOTAGEM,6,1
8,DelGuaira,PR,Delegacia Fluvial de Guaíra,CMF,CONTRAMESTRE FLUVIAL,4,103
8,DelGuaira,PR,Delegacia Fluvial de Guaíra,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,1,232
8,DelGuaira,PR,Delegacia Fluvial de Guaíra,MAM,MARINHEIRO AUXILIAR DE MÁQUINAS,2,7
8,DelGuaira,PR,Delegacia Fluvial de Guaíra,MFM,MARINHEIRO FLUVIAL DE MÁQUINAS,3,28
8,DelGuaira,PR,Delegacia Fluvial de Guaíra,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,1,35
8,DelGuaira,PR,Delegacia Fluvial de Guaíra,1OM,PRIMEIRO OFICIAL DE MÁQUINAS,8,3
8,DelGuaira,PR,Delegacia Fluvial de Guaíra,2OM,SEGUNDO OFICIAL DE MÁQUINAS,7,1
8,DelGuaira,PR,Delegacia Fluvial de Guaíra,CDM,CONDUTOR DE MÁQUINAS,5,4
8,DelGuaira,PR,Delegacia Fluvial de Guaíra,CTF,CONDUTOR MAQUINISTA - MOTORISTA FLUVIAL,5,2
8,DelGuaira,PR,Delegacia Fluvial de Guaíra,PLF,PILOTO FLUVIAL,6,32
8,DelGuaira,PR,Delegacia Fluvial de Guaíra,CLC,CAPITÃO DE LONGO CURSO,10,2
8,DelGuaira,PR,Delegacia Fluvial de Guaíra,2ON,SEGUNDO OFICIAL DE NÁUTICA,7,3
8,DelGuaira,PR,Delegacia Fluvial de Guaíra,MNM,MARINHEIRO DE MÁQUINAS,4,17
8,DelGuaira,PR,Delegacia Fluvial de Guaíra,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,2,34
8,DelGuaira,PR,Delegacia Fluvial de Guaíra,MFC,MARINHEIRO FLUVIAL DE CONVÉS,3,38
8,DelGuaira,PR,Delegacia Fluvial de Guaíra,MOC,MOÇO DE CONVÉS,3,3
8,DelGuaira,PR,Delegacia Fluvial de Guaíra,POP,PESCADOR PROFISSIONAL,1,301
8,DelGuaira,PR,Delegacia Fluvial de Guaíra,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,2,512
8,DelGuaira,PR,Delegacia Fluvial de Guaíra,MNC,MARINHEIRO DE CONVÉS,4,1
8,CPSP,SP,Capitania dos Portos de São Paulo,MFC,MARINHEIRO FLUVIAL DE CONVÉS,3,2
8,CPSP,SP,Capitania dos Portos de São Paulo,MFL,MESTRE FLUVIAL,5,3
8,CPSP,SP,Capitania dos Portos de São Paulo,CMF,CONTRAMESTRE FLUVIAL,4,9
8,CPSP,SP,Capitania dos Portos de São Paulo,CMP,CONDUTOR DE MOTORISTA DE PESCA,3,31
8,CPSP,SP,Capitania dos Portos de São Paulo,MAC,MARINHEIRO AUXILIAR DE CONVÉS,2,1159
8,CPSP,SP,Capitania dos Portos de São Paulo,PEP,PESCADOR PROFISSIONAL ESPECIALIZADO,3,20
8,CPSP,SP,Capitania dos Portos de São Paulo,MFM,MARINHEIRO FLUVIAL DE MÁQUINAS,3,1
8,CPSP,SP,Capitania dos Portos de São Paulo,MGE,MERGULHADOR QUE OPERA COM AR COMPRIMIDO,3,307
8,CPSP,SP,Capitania dos Portos de São Paulo,CZA,COZINHEIRO,2,31
8,CPSP,SP,Capitania dos Portos de São Paulo,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,2,118
8,CPSP,SP,Capitania dos Portos de São Paulo,PON,PRATICANTE DE OFICIAL DE NÁUTICA,(null),1
8,CPSP,SP,Capitania dos Portos de São Paulo,MNC,MARINHEIRO DE CONVÉS,4,403
8,CPSP,SP,Capitania dos Portos de São Paulo,CDM,CONDUTOR DE MÁQUINAS,5,106
8,CPSP,SP,Capitania dos Portos de São Paulo,ELT,ELETRICISTA,5,5
8,CPSP,SP,Capitania dos Portos de São Paulo,1OM,PRIMEIRO OFICIAL DE MÁQUINAS,8,9
8,CPSP,SP,Capitania dos Portos de São Paulo,APP,APRENDIZ DE PESCA,1,1
8,CPSP,SP,Capitania dos Portos de São Paulo,ASA,AUXILIAR DE SAÚDE,3,2
8,CPSP,SP,Capitania dos Portos de São Paulo,MAM,MARINHEIRO AUXILIAR DE MÁQUINAS,1,8
8,CPSP,SP,Capitania dos Portos de São Paulo,MCB,MESTRE DE CABOTAGEM,6,224
8,CPSP,SP,Capitania dos Portos de São Paulo,MOP,MOTORISTA DE PESCA,2,41
8,CPSP,SP,Capitania dos Portos de São Paulo,POP,PESCADOR PROFISSIONAL,2,735
8,CPSP,SP,Capitania dos Portos de São Paulo,PMC,PRATICANTE DE MOÇO DE CONVÉS,(null),33
8,CPSP,SP,Capitania dos Portos de São Paulo,MGP,MERGULHADOR QUE OPERA COM MISTURA GASOSA ARTIFICIAL,4,5
8,CPSP,SP,Capitania dos Portos de São Paulo,MAC,MARINHEIRO AUXILIAR DE CONVÉS,1,110
8,CPSP,SP,Capitania dos Portos de São Paulo,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,1,1
8,CPSP,SP,Capitania dos Portos de São Paulo,MNM,MARINHEIRO DE MÁQUINAS,4,132
8,CPSP,SP,Capitania dos Portos de São Paulo,OSM,OFICIAL SUPERIOR DE MÁQUINAS,9,18
8,CPSP,SP,Capitania dos Portos de São Paulo,PAP,PATRÃO DE PESCA EM ALTO MAR,6,14
8,CPSP,SP,Capitania dos Portos de São Paulo,MAM,MARINHEIRO AUXILIAR DE MÁQUINAS,2,51
8,CPSP,SP,Capitania dos Portos de São Paulo,ENF,ENFERMEIRO,5,5
8,CPSP,SP,Capitania dos Portos de São Paulo,CLC,CAPITÃO DE LONGO CURSO,10,22
8,CPSP,SP,Capitania dos Portos de São Paulo,CPI,CONTRAMESTRE DE PESCA NA NAVEGAÇÃO INTERIOR,4,50
8,CPSP,SP,Capitania dos Portos de São Paulo,2ON,SEGUNDO OFICIAL DE NÁUTICA,7,22
8,CPSP,SP,Capitania dos Portos de São Paulo,CDE,ESTAGIÁRIO DE CONDUTOR DE MÁQUINAS,(null),4
8,CPSP,SP,Capitania dos Portos de São Paulo,MOC,MOÇO DE CONVÉS,3,110
8,CPSP,SP,Capitania dos Portos de São Paulo,TAA,TAIFEIRO,2,10
8,CPSP,SP,Capitania dos Portos de São Paulo,MOP,MOTORISTA DE PESCA,1,9
8,CPSP,SP,Capitania dos Portos de São Paulo,POM,PRATICANTE DE OFICIAL DE MÁQUINAS,(null),1
8,CPSP,SP,Capitania dos Portos de São Paulo,POP,PESCADOR PROFISSIONAL,1,458
8,CPSP,SP,Capitania dos Portos de São Paulo,PPI,PATRÃO DE PESCA NA NAVEGAÇÃO INTERIOR,5,15
8,CPSP,SP,Capitania dos Portos de São Paulo,PRT,PRÁTICO,(null),52
8,CPSP,SP,Capitania dos Portos de São Paulo,MOM,MOÇO DE MÁQUINAS,3,15
8,CPSP,SP,Capitania dos Portos de São Paulo,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,1,115
8,CPSP,SP,Capitania dos Portos de São Paulo,1ON,PRIMEIRO OFICIAL DE NÁUTICA,8,45
8,CPSP,SP,Capitania dos Portos de São Paulo,CTR,CONTRAMESTRE,5,81
8,CPSP,SP,Capitania dos Portos de São Paulo,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,2,13
8,CPSP,SP,Capitania dos Portos de São Paulo,PRP,PRATICANTE DE PRÁTICO,(null),2
8,CPSP,SP,Capitania dos Portos de São Paulo,2OM,SEGUNDO OFICIAL DE MÁQUINAS,7,35
8,CPSP,SP,Capitania dos Portos de São Paulo,CCB,CAPITÃO DE CABOTAGEM,9,17
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,POP,PESCADOR PROFISSIONAL,1,250
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,MOM,MOÇO DE MÁQUINAS,3,30
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,MAM,MARINHEIRO AUXILIAR DE MÁQUINAS,1,16
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,CTR,CONTRAMESTRE,5,31
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,PRT,PRÁTICO,(null),1
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,MOC,MOÇO DE CONVÉS,3,73
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,MNM,MARINHEIRO DE MÁQUINAS,4,81
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,2OM,SEGUNDO OFICIAL DE MÁQUINAS,7,8
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,PEP,PESCADOR PROFISSIONAL ESPECIALIZADO,3,6
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,MGE,MERGULHADOR QUE OPERA COM AR COMPRIMIDO,3,49
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,MAM,MARINHEIRO AUXILIAR DE MÁQUINAS,2,55
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,CPI,CONTRAMESTRE DE PESCA NA NAVEGAÇÃO INTERIOR,4,12
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,MAC,MARINHEIRO AUXILIAR DE CONVÉS,1,315
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,CLC,CAPITÃO DE LONGO CURSO,10,13
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,APP,APRENDIZ DE PESCA,2,1
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,2ON,SEGUNDO OFICIAL DE NÁUTICA,7,5
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,MGP,MERGULHADOR QUE OPERA COM MISTURA GASOSA ARTIFICIAL,4,2
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,PPI,PATRÃO DE PESCA NA NAVEGAÇÃO INTERIOR,5,4
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,2,3
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,CDM,CONDUTOR DE MÁQUINAS,5,43
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,CCB,CAPITÃO DE CABOTAGEM,9,9
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,1ON,PRIMEIRO OFICIAL DE NÁUTICA,8,20
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,MCB,MESTRE DE CABOTAGEM,6,97
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,MOP,MOTORISTA DE PESCA,2,9
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,2,1
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,MAC,MARINHEIRO AUXILIAR DE CONVÉS,2,555
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,OSM,OFICIAL SUPERIOR DE MÁQUINAS,9,5
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,ELT,ELETRICISTA,5,1
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,1OM,PRIMEIRO OFICIAL DE MÁQUINAS,8,5
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,MOP,MOTORISTA DE PESCA,1,3
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,POP,PESCADOR PROFISSIONAL,2,405
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,CZA,COZINHEIRO,2,8
8,DelSSebastião,SP,Delegacia da Capitania dos Portos em São Sebastião,MNC,MARINHEIRO DE CONVÉS,4,182
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,MNM,MARINHEIRO DE MÁQUINAS,4,23
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,MGE,MERGULHADOR QUE OPERA COM AR COMPRIMIDO,3,135
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,EAC,Estagiário de Adaptação de Convés,(null),4
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,1OM,PRIMEIRO OFICIAL DE MÁQUINAS,8,20
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,OSM,OFICIAL SUPERIOR DE MÁQUINAS,9,2
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,CLC,CAPITÃO DE LONGO CURSO,10,2
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,POP,PESCADOR PROFISSIONAL,2,919
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,MAM,MARINHEIRO AUXILIAR DE MÁQUINAS,2,11
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,MNC,MARINHEIRO DE CONVÉS,4,4
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,MOC,MOÇO DE CONVÉS,3,1
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,MOP,MOTORISTA DE PESCA,1,12
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,2,692
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,CTR,CONTRAMESTRE,5,5
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,CFL,CAPITÃO FLUVIAL,7,68
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,MFL,MESTRE FLUVIAL,5,54
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,EAM,Estagiário de Adaptação de Máquinas,(null),7
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,POP,PESCADOR PROFISSIONAL,1,55
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,1ON,PRIMEIRO OFICIAL DE NÁUTICA,8,18
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,MAC,MARINHEIRO AUXILIAR DE CONVÉS,2,68
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,1,471
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,PFL,PILOTO FLUVIAL,6,8
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,ELT,ELETRICISTA,5,2
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,CCB,CAPITÃO DE CABOTAGEM,9,5
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,CTF,CONDUTOR MAQUINISTA - MOTORISTA FLUVIAL,5,47
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,CZA,COZINHEIRO,2,25
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,MFC,MARINHEIRO FLUVIAL DE CONVÉS,3,96
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,MFM,MARINHEIRO FLUVIAL DE MÁQUINAS,3,94
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,2,233
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,MCB,MESTRE DE CABOTAGEM,6,8
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,MGP,MERGULHADOR QUE OPERA COM MISTURA GASOSA ARTIFICIAL,4,5
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,1,155
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,2OM,SEGUNDO OFICIAL DE MÁQUINAS,7,18
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,APP,APRENDIZ DE PESCA,1,1
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,CMF,CONTRAMESTRE FLUVIAL,4,209
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,PLF,PILOTO FLUVIAL,6,67
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,ENF,ENFERMEIRO,5,3
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,TAA,TAIFEIRO,2,3
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,CDM,CONDUTOR DE MÁQUINAS,5,7
8,CFTP,SP,Capitania Fluvial do Tietê-Paraná,2ON,SEGUNDO OFICIAL DE NÁUTICA,7,12
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,MGP,MERGULHADOR QUE OPERA COM MISTURA GASOSA ARTIFICIAL,4,1
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,MFM,MARINHEIRO FLUVIAL DE MÁQUINAS,3,81
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,CTF,CONDUTOR MAQUINISTA - MOTORISTA FLUVIAL,5,5
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,CZA,COZINHEIRO,2,5
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,MFL,MESTRE FLUVIAL,5,4
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,MFC,MARINHEIRO FLUVIAL DE CONVÉS,3,93
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,CMF,CONTRAMESTRE FLUVIAL,4,80
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,MGE,MERGULHADOR QUE OPERA COM AR COMPRIMIDO,3,18
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,2,34
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,PLF,PILOTO FLUVIAL,6,21
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,CDM,CONDUTOR DE MÁQUINAS,5,9
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,MAC,MARINHEIRO AUXILIAR DE CONVÉS,2,39
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,2,1185
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,POP,PESCADOR PROFISSIONAL,2,785
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,MCB,MESTRE DE CABOTAGEM,6,2
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,MNM,MARINHEIRO DE MÁQUINAS,4,15
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,CTR,CONTRAMESTRE,5,2
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,POP,PESCADOR PROFISSIONAL,1,12
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,MAM,MARINHEIRO AUXILIAR DE MÁQUINAS,2,12
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,PFL,PILOTO FLUVIAL,6,3
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,1,2
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,TAA,TAIFEIRO,2,1
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,2OM,SEGUNDO OFICIAL DE MÁQUINAS,7,1
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,CFL,CAPITÃO FLUVIAL,7,3
8,DelPEpitácio,SP,Delegacia Fluvial de Presidente Epitácio,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,1,870
8,CPPR,PR,Capitania dos Portos do Paraná,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,2,3
8,CPPR,PR,Capitania dos Portos do Paraná,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,1,46
8,CPPR,PR,Capitania dos Portos do Paraná,CCB,CAPITÃO DE CABOTAGEM,9,4
8,CPPR,PR,Capitania dos Portos do Paraná,MOM,MOÇO DE MÁQUINAS,3,6
8,CPPR,PR,Capitania dos Portos do Paraná,MAC,MARINHEIRO AUXILIAR DE CONVÉS,1,320
8,CPPR,PR,Capitania dos Portos do Paraná,CTR,CONTRAMESTRE,5,26
8,CPPR,PR,Capitania dos Portos do Paraná,1ON,PRIMEIRO OFICIAL DE NÁUTICA,8,19
8,CPPR,PR,Capitania dos Portos do Paraná,2OM,SEGUNDO OFICIAL DE MÁQUINAS,7,13
8,CPPR,PR,Capitania dos Portos do Paraná,POP,PESCADOR PROFISSIONAL,1,221
8,CPPR,PR,Capitania dos Portos do Paraná,MOP,MOTORISTA DE PESCA,1,18
8,CPPR,PR,Capitania dos Portos do Paraná,PRT,PRÁTICO,(null),32
8,CPPR,PR,Capitania dos Portos do Paraná,CLC,CAPITÃO DE LONGO CURSO,10,14
8,CPPR,PR,Capitania dos Portos do Paraná,CPI,CONTRAMESTRE DE PESCA NA NAVEGAÇÃO INTERIOR,4,26
8,CPPR,PR,Capitania dos Portos do Paraná,MAM,MARINHEIRO AUXILIAR DE MÁQUINAS,2,53
8,CPPR,PR,Capitania dos Portos do Paraná,2ON,SEGUNDO OFICIAL DE NÁUTICA,7,10
8,CPPR,PR,Capitania dos Portos do Paraná,MNM,MARINHEIRO DE MÁQUINAS,4,42
8,CPPR,PR,Capitania dos Portos do Paraná,MOC,MOÇO DE CONVÉS,3,166
8,CPPR,PR,Capitania dos Portos do Paraná,OSM,OFICIAL SUPERIOR DE MÁQUINAS,9,2
8,CPPR,PR,Capitania dos Portos do Paraná,TAA,TAIFEIRO,2,1
8,CPPR,PR,Capitania dos Portos do Paraná,POP,PESCADOR PROFISSIONAL,2,877
8,CPPR,PR,Capitania dos Portos do Paraná,MAM,MARINHEIRO AUXILIAR DE MÁQUINAS,1,9
8,CPPR,PR,Capitania dos Portos do Paraná,MCB,MESTRE DE CABOTAGEM,6,122
8,CPPR,PR,Capitania dos Portos do Paraná,MOP,MOTORISTA DE PESCA,2,10
8,CPPR,PR,Capitania dos Portos do Paraná,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,2,34
8,CPPR,PR,Capitania dos Portos do Paraná,ASA,AUXILIAR DE SAÚDE,3,1
8,CPPR,PR,Capitania dos Portos do Paraná,APP,APRENDIZ DE PESCA,1,5
8,CPPR,PR,Capitania dos Portos do Paraná,ELT,ELETRICISTA,5,3
8,CPPR,PR,Capitania dos Portos do Paraná,CDM,CONDUTOR DE MÁQUINAS,5,41
8,CPPR,PR,Capitania dos Portos do Paraná,PLF,PILOTO FLUVIAL,6,1
8,CPPR,PR,Capitania dos Portos do Paraná,MNC,MARINHEIRO DE CONVÉS,4,320
8,CPPR,PR,Capitania dos Portos do Paraná,1OM,PRIMEIRO OFICIAL DE MÁQUINAS,8,7
8,CPPR,PR,Capitania dos Portos do Paraná,MAC,MARINHEIRO AUXILIAR DE CONVÉS,2,926
8,CPPR,PR,Capitania dos Portos do Paraná,MFL,MESTRE FLUVIAL,5,1
8,CPPR,PR,Capitania dos Portos do Paraná,MFC,MARINHEIRO FLUVIAL DE CONVÉS,3,2
8,CPPR,PR,Capitania dos Portos do Paraná,MGE,MERGULHADOR QUE OPERA COM AR COMPRIMIDO,3,61
8,CPPR,PR,Capitania dos Portos do Paraná,PEP,PESCADOR PROFISSIONAL ESPECIALIZADO,3,21
8,CPPR,PR,Capitania dos Portos do Paraná,CMF,CONTRAMESTRE FLUVIAL,4,2
8,CPPR,PR,Capitania dos Portos do Paraná,MFM,MARINHEIRO FLUVIAL DE MÁQUINAS,3,2
8,CPPR,PR,Capitania dos Portos do Paraná,CZA,COZINHEIRO,2,15
8,CPPR,PR,Capitania dos Portos do Paraná,MGP,MERGULHADOR QUE OPERA COM MISTURA GASOSA ARTIFICIAL,4,1
9,AgCaracaraí,RR,Agência Fluvial de Caracaraí,MAM,MARINHEIRO AUXILIAR DE MÁQUINAS,2,2
9,AgCaracaraí,RR,Agência Fluvial de Caracaraí,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,1,39
9,AgCaracaraí,RR,Agência Fluvial de Caracaraí,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,2,138
