distr,ds_abreviatura_orgao,CD_UF_ORGAO,ds_orgao,CD_CATEGORIA,DS_CATEGORIA_POR,CD_NIVEL,quantidade
9,AgCaracaraí,RR,Agência Fluvial de Caracaraí,MAC,MARINHEIRO AUXILIAR DE CONVÉS,2,8
9,AgCaracaraí,RR,Agência Fluvial de Caracaraí,CZA,COZINHEIRO,2,2
9,AgCaracaraí,RR,Agência Fluvial de Caracaraí,CTF,CONDUTOR MAQUINISTA - MOTORISTA FLUVIAL,5,1
9,AgCaracaraí,RR,Agência Fluvial de Caracaraí,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,1,332
9,AgCaracaraí,RR,Agência Fluvial de Caracaraí,POP,PESCADOR PROFISSIONAL,2,3
9,AgCaracaraí,RR,Agência Fluvial de Caracaraí,2ON,SEGUNDO OFICIAL DE NÁUTICA,7,1
9,AgCaracaraí,RR,Agência Fluvial de Caracaraí,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,2,12
9,AgCaracaraí,RR,Agência Fluvial de Caracaraí,CMF,CONTRAMESTRE FLUVIAL,4,5
9,AgCaracaraí,RR,Agência Fluvial de Caracaraí,MFC,MARINHEIRO FLUVIAL DE CONVÉS,3,123
9,AgCaracaraí,RR,Agência Fluvial de Caracaraí,PLF,PILOTO FLUVIAL,6,2
9,AgCSul,AC,Agência Fluvial de Cruzeiro do Sul,POP,PESCADOR PROFISSIONAL,2,3
9,AgCSul,AC,Agência Fluvial de Cruzeiro do Sul,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,1,15
9,AgCSul,AC,Agência Fluvial de Cruzeiro do Sul,CTF,CONDUTOR MAQUINISTA - MOTORISTA FLUVIAL,5,2
9,AgCSul,AC,Agência Fluvial de Cruzeiro do Sul,MFC,MARINHEIRO FLUVIAL DE CONVÉS,3,107
9,AgCSul,AC,Agência Fluvial de Cruzeiro do Sul,MFM,MARINHEIRO FLUVIAL DE MÁQUINAS,3,12
9,AgCSul,AC,Agência Fluvial de Cruzeiro do Sul,PLF,PILOTO FLUVIAL,6,5
9,AgCSul,AC,Agência Fluvial de Cruzeiro do Sul,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,1,463
9,AgCSul,AC,Agência Fluvial de Cruzeiro do Sul,MAC,MARINHEIRO AUXILIAR DE CONVÉS,2,1
9,AgCSul,AC,Agência Fluvial de Cruzeiro do Sul,CMF,CONTRAMESTRE FLUVIAL,4,31
9,AgCSul,AC,Agência Fluvial de Cruzeiro do Sul,MOC,MOÇO DE CONVÉS,3,3
9,AgCSul,AC,Agência Fluvial de Cruzeiro do Sul,CZA,COZINHEIRO,2,14
9,AgCSul,AC,Agência Fluvial de Cruzeiro do Sul,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,2,317
9,AgCSul,AC,Agência Fluvial de Cruzeiro do Sul,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,2,51
9,AgEirunepé,AM,Agência Fluvial de Eirunepé,MFL,MESTRE FLUVIAL,5,1
9,AgEirunepé,AM,Agência Fluvial de Eirunepé,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,1,96
9,AgEirunepé,AM,Agência Fluvial de Eirunepé,MAM,MARINHEIRO AUXILIAR DE MÁQUINAS,2,1
9,AgEirunepé,AM,Agência Fluvial de Eirunepé,CMF,CONTRAMESTRE FLUVIAL,4,45
9,AgEirunepé,AM,Agência Fluvial de Eirunepé,MFC,MARINHEIRO FLUVIAL DE CONVÉS,3,97
9,AgEirunepé,AM,Agência Fluvial de Eirunepé,MFM,MARINHEIRO FLUVIAL DE MÁQUINAS,3,45
9,AgEirunepé,AM,Agência Fluvial de Eirunepé,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,2,224
9,AgEirunepé,AM,Agência Fluvial de Eirunepé,PLF,PILOTO FLUVIAL,6,6
9,AgEirunepé,AM,Agência Fluvial de Eirunepé,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,1,199
9,AgEirunepé,AM,Agência Fluvial de Eirunepé,MAC,MARINHEIRO AUXILIAR DE CONVÉS,2,1
9,AgEirunepé,AM,Agência Fluvial de Eirunepé,CZA,COZINHEIRO,2,82
9,AgEirunepé,AM,Agência Fluvial de Eirunepé,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,2,386
9,AgEirunepé,AM,Agência Fluvial de Eirunepé,POP,PESCADOR PROFISSIONAL,2,8
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,TAA,TAIFEIRO,2,1
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,ENF,ENFERMEIRO,5,34
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,1,270
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,2OM,SEGUNDO OFICIAL DE MÁQUINAS,7,3
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,1,17
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,MOP,MOTORISTA DE PESCA,2,1
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,MAC,MARINHEIRO AUXILIAR DE CONVÉS,2,34
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,2ON,SEGUNDO OFICIAL DE NÁUTICA,7,1
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,SUF,SUPERVISOR MAQUINISTA - MOTORISTA FLUVIAL,7,6
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,2,257
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,MGE,MERGULHADOR QUE OPERA COM AR COMPRIMIDO,3,2
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,MFM,MARINHEIRO FLUVIAL DE MÁQUINAS,3,335
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,MAM,MARINHEIRO AUXILIAR DE MÁQUINAS,2,8
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,CMF,CONTRAMESTRE FLUVIAL,4,237
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,CTF,CONDUTOR MAQUINISTA - MOTORISTA FLUVIAL,5,54
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,MFC,MARINHEIRO FLUVIAL DE CONVÉS,3,237
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,PLF,PILOTO FLUVIAL,6,66
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,ASA,AUXILIAR DE SAÚDE,3,7
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,CFL,CAPITÃO FLUVIAL,7,19
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,MNM,MARINHEIRO DE MÁQUINAS,4,2
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,PFL,PILOTO FLUVIAL,6,1
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,MFL,MESTRE FLUVIAL,5,11
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,POP,PESCADOR PROFISSIONAL,2,11
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,2,1117
9,AgItacoatiara,AM,Agência Fluvial de Itacoatiara,CZA,COZINHEIRO,2,142
9,AgParintins,AM,Agência Fluvial de Parintins,ENF,ENFERMEIRO,5,46
9,AgParintins,AM,Agência Fluvial de Parintins,MAC,MARINHEIRO AUXILIAR DE CONVÉS,2,2
9,AgParintins,AM,Agência Fluvial de Parintins,MFL,MESTRE FLUVIAL,5,1
9,AgParintins,AM,Agência Fluvial de Parintins,CMF,CONTRAMESTRE FLUVIAL,4,211
9,AgParintins,AM,Agência Fluvial de Parintins,ASA,AUXILIAR DE SAÚDE,3,7
9,AgParintins,AM,Agência Fluvial de Parintins,MAM,MARINHEIRO AUXILIAR DE MÁQUINAS,2,4
9,AgParintins,AM,Agência Fluvial de Parintins,CTF,CONDUTOR MAQUINISTA - MOTORISTA FLUVIAL,5,14
9,AgParintins,AM,Agência Fluvial de Parintins,2OM,SEGUNDO OFICIAL DE MÁQUINAS,7,1
9,AgParintins,AM,Agência Fluvial de Parintins,MFM,MARINHEIRO FLUVIAL DE MÁQUINAS,3,157
9,AgParintins,AM,Agência Fluvial de Parintins,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,1,215
9,AgParintins,AM,Agência Fluvial de Parintins,PLF,PILOTO FLUVIAL,6,39
9,AgParintins,AM,Agência Fluvial de Parintins,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,1,447
9,AgParintins,AM,Agência Fluvial de Parintins,MCB,MESTRE DE CABOTAGEM,6,1
9,AgParintins,AM,Agência Fluvial de Parintins,MOP,MOTORISTA DE PESCA,2,8
9,AgParintins,AM,Agência Fluvial de Parintins,POP,PESCADOR PROFISSIONAL,2,30
9,AgParintins,AM,Agência Fluvial de Parintins,OSM,OFICIAL SUPERIOR DE MÁQUINAS,9,1
9,AgParintins,AM,Agência Fluvial de Parintins,PEP,PESCADOR PROFISSIONAL ESPECIALIZADO,3,1
9,AgParintins,AM,Agência Fluvial de Parintins,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,2,485
9,AgParintins,AM,Agência Fluvial de Parintins,MFC,MARINHEIRO FLUVIAL DE CONVÉS,3,113
9,AgParintins,AM,Agência Fluvial de Parintins,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,2,1002
9,AgParintins,AM,Agência Fluvial de Parintins,CZA,COZINHEIRO,2,96
9,AgParintins,AM,Agência Fluvial de Parintins,MOP,MOTORISTA DE PESCA,1,4
9,AgParintins,AM,Agência Fluvial de Parintins,POP,PESCADOR PROFISSIONAL,1,27
9,AgTefé,AM,Agência Fluvial de Tefé,POP,PESCADOR PROFISSIONAL,1,15
9,AgTefé,AM,Agência Fluvial de Tefé,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,2,189
9,AgTefé,AM,Agência Fluvial de Tefé,MAM,MARINHEIRO AUXILIAR DE MÁQUINAS,2,10
9,AgTefé,AM,Agência Fluvial de Tefé,MFC,MARINHEIRO FLUVIAL DE CONVÉS,3,49
9,AgTefé,AM,Agência Fluvial de Tefé,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,1,400
9,AgTefé,AM,Agência Fluvial de Tefé,CTF,CONDUTOR MAQUINISTA - MOTORISTA FLUVIAL,5,8
9,AgTefé,AM,Agência Fluvial de Tefé,MOP,MOTORISTA DE PESCA,2,4
9,AgTefé,AM,Agência Fluvial de Tefé,CZA,COZINHEIRO,2,141
9,AgTefé,AM,Agência Fluvial de Tefé,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,2,725
9,AgTefé,AM,Agência Fluvial de Tefé,ENF,ENFERMEIRO,5,4
9,AgTefé,AM,Agência Fluvial de Tefé,POP,PESCADOR PROFISSIONAL,2,12
9,AgTefé,AM,Agência Fluvial de Tefé,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,1,63
9,AgTefé,AM,Agência Fluvial de Tefé,MNM,MARINHEIRO DE MÁQUINAS,4,1
9,AgTefé,AM,Agência Fluvial de Tefé,MFL,MESTRE FLUVIAL,5,1
9,AgTefé,AM,Agência Fluvial de Tefé,PFL,PILOTO FLUVIAL,6,2
9,AgTefé,AM,Agência Fluvial de Tefé,MFM,MARINHEIRO FLUVIAL DE MÁQUINAS,3,58
9,AgTefé,AM,Agência Fluvial de Tefé,MAC,MARINHEIRO AUXILIAR DE CONVÉS,2,18
9,AgTefé,AM,Agência Fluvial de Tefé,CDM,CONDUTOR DE MÁQUINAS,5,1
9,AgTefé,AM,Agência Fluvial de Tefé,CMF,CONTRAMESTRE FLUVIAL,4,138
9,AgTefé,AM,Agência Fluvial de Tefé,ASA,AUXILIAR DE SAÚDE,3,48
9,AgTefé,AM,Agência Fluvial de Tefé,PLF,PILOTO FLUVIAL,6,19
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,POM,PRATICANTE DE OFICIAL DE MÁQUINAS,(null),1
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,POP,PESCADOR PROFISSIONAL,2,24
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,MNC,MARINHEIRO DE CONVÉS,4,7
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,PCF,Praticante de Capitão Fluvial,(null),1
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,MAM,MARINHEIRO AUXILIAR DE MÁQUINAS,2,3
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,CPI,CONTRAMESTRE DE PESCA NA NAVEGAÇÃO INTERIOR,4,2
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,1OM,PRIMEIRO OFICIAL DE MÁQUINAS,8,2
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,MNM,MARINHEIRO DE MÁQUINAS,4,4
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,OSM,OFICIAL SUPERIOR DE MÁQUINAS,9,5
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,MFC,MARINHEIRO FLUVIAL DE CONVÉS,3,382
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,2,1503
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,CTR,CONTRAMESTRE,5,2
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,CFL,CAPITÃO FLUVIAL,7,90
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,POP,PESCADOR PROFISSIONAL,1,4
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,MFL,MESTRE FLUVIAL,5,39
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,1ON,PRIMEIRO OFICIAL DE NÁUTICA,8,1
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,PFL,PILOTO FLUVIAL,6,19
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,PRT,PRÁTICO,(null),24
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,MOM,MOÇO DE MÁQUINAS,3,1
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,MAC,MARINHEIRO AUXILIAR DE CONVÉS,2,22
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,1,483
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,CZA,COZINHEIRO,2,470
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,ELT,ELETRICISTA,5,1
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,SUF,SUPERVISOR MAQUINISTA - MOTORISTA FLUVIAL,7,1
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,2,354
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,MFM,MARINHEIRO FLUVIAL DE MÁQUINAS,3,671
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,MGE,MERGULHADOR QUE OPERA COM AR COMPRIMIDO,3,16
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,ENF,ENFERMEIRO,5,95
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,CDM,CONDUTOR DE MÁQUINAS,5,7
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,CMF,CONTRAMESTRE FLUVIAL,4,682
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,MCB,MESTRE DE CABOTAGEM,6,6
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,PLF,PILOTO FLUVIAL,6,332
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,TAA,TAIFEIRO,2,4
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,1,65
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,CTF,CONDUTOR MAQUINISTA - MOTORISTA FLUVIAL,5,198
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,2OM,SEGUNDO OFICIAL DE MÁQUINAS,7,5
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,2ON,SEGUNDO OFICIAL DE NÁUTICA,7,15
9,CFAOC,AM,Capitania Fluvial da Amazônia Ocidental,ASA,AUXILIAR DE SAÚDE,3,21
9,AgBAcre,AC,Agência Fluvial de Boca do Acre,PLF,PILOTO FLUVIAL,6,2
9,AgBAcre,AC,Agência Fluvial de Boca do Acre,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,1,53
9,AgBAcre,AC,Agência Fluvial de Boca do Acre,POP,PESCADOR PROFISSIONAL,2,15
9,AgBAcre,AC,Agência Fluvial de Boca do Acre,MFC,MARINHEIRO FLUVIAL DE CONVÉS,3,133
9,AgBAcre,AC,Agência Fluvial de Boca do Acre,MFM,MARINHEIRO FLUVIAL DE MÁQUINAS,3,31
9,AgBAcre,AC,Agência Fluvial de Boca do Acre,MAC,MARINHEIRO AUXILIAR DE CONVÉS,2,23
9,AgBAcre,AC,Agência Fluvial de Boca do Acre,MFL,MESTRE FLUVIAL,5,1
9,AgBAcre,AC,Agência Fluvial de Boca do Acre,CMF,CONTRAMESTRE FLUVIAL,4,16
9,AgBAcre,AC,Agência Fluvial de Boca do Acre,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,1,407
9,AgBAcre,AC,Agência Fluvial de Boca do Acre,MOP,MOTORISTA DE PESCA,2,2
9,AgBAcre,AC,Agência Fluvial de Boca do Acre,MAM,MARINHEIRO AUXILIAR DE MÁQUINAS,2,8
9,AgBAcre,AC,Agência Fluvial de Boca do Acre,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,2,375
9,AgBAcre,AC,Agência Fluvial de Boca do Acre,CZA,COZINHEIRO,2,9
9,AgBAcre,AC,Agência Fluvial de Boca do Acre,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,2,63
9,AgMirim,RO,Agência Fluvial de Guajará-Mirim,MFM,MARINHEIRO FLUVIAL DE MÁQUINAS,3,5
9,AgMirim,RO,Agência Fluvial de Guajará-Mirim,CZA,COZINHEIRO,2,3
9,AgMirim,RO,Agência Fluvial de Guajará-Mirim,MAC,MARINHEIRO AUXILIAR DE CONVÉS,2,23
9,AgMirim,RO,Agência Fluvial de Guajará-Mirim,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,2,368
9,AgMirim,RO,Agência Fluvial de Guajará-Mirim,ENF,ENFERMEIRO,5,1
9,AgMirim,RO,Agência Fluvial de Guajará-Mirim,POP,PESCADOR PROFISSIONAL,2,73
9,AgMirim,RO,Agência Fluvial de Guajará-Mirim,CMF,CONTRAMESTRE FLUVIAL,4,39
9,AgMirim,RO,Agência Fluvial de Guajará-Mirim,MAM,MARINHEIRO AUXILIAR DE MÁQUINAS,2,5
9,AgMirim,RO,Agência Fluvial de Guajará-Mirim,MFC,MARINHEIRO FLUVIAL DE CONVÉS,3,28
9,AgMirim,RO,Agência Fluvial de Guajará-Mirim,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,2,18
9,AgMirim,RO,Agência Fluvial de Guajará-Mirim,POP,PESCADOR PROFISSIONAL,1,24
9,AgMirim,RO,Agência Fluvial de Guajará-Mirim,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,1,680
9,AgHumaitá,AM,Agência Fluvial de Humaitá,PLF,PILOTO FLUVIAL,6,2
9,AgHumaitá,AM,Agência Fluvial de Humaitá,POP,PESCADOR PROFISSIONAL,2,3
9,AgHumaitá,AM,Agência Fluvial de Humaitá,ENF,ENFERMEIRO,5,1
9,AgHumaitá,AM,Agência Fluvial de Humaitá,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,1,259
9,AgHumaitá,AM,Agência Fluvial de Humaitá,CMF,CONTRAMESTRE FLUVIAL,4,47
9,AgHumaitá,AM,Agência Fluvial de Humaitá,CZA,COZINHEIRO,2,14
9,AgHumaitá,AM,Agência Fluvial de Humaitá,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,1,78
9,AgHumaitá,AM,Agência Fluvial de Humaitá,MFM,MARINHEIRO FLUVIAL DE MÁQUINAS,3,11
9,AgHumaitá,AM,Agência Fluvial de Humaitá,MFC,MARINHEIRO FLUVIAL DE CONVÉS,3,42
9,AgHumaitá,AM,Agência Fluvial de Humaitá,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,2,392
9,AgHumaitá,AM,Agência Fluvial de Humaitá,MOP,MOTORISTA DE PESCA,2,3
9,AgHumaitá,AM,Agência Fluvial de Humaitá,MAC,MARINHEIRO AUXILIAR DE CONVÉS,2,2
9,AgHumaitá,AM,Agência Fluvial de Humaitá,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,2,85
9,CFPV,RO,Capitania Fluvial de Porto Velho,MGE,MERGULHADOR QUE OPERA COM AR COMPRIMIDO,3,16
9,CFPV,RO,Capitania Fluvial de Porto Velho,CMF,CONTRAMESTRE FLUVIAL,4,213
9,CFPV,RO,Capitania Fluvial de Porto Velho,POP,PESCADOR PROFISSIONAL,1,3
9,CFPV,RO,Capitania Fluvial de Porto Velho,CTF,CONDUTOR MAQUINISTA - MOTORISTA FLUVIAL,5,71
9,CFPV,RO,Capitania Fluvial de Porto Velho,MFL,MESTRE FLUVIAL,5,12
9,CFPV,RO,Capitania Fluvial de Porto Velho,1ON,PRIMEIRO OFICIAL DE NÁUTICA,8,1
9,CFPV,RO,Capitania Fluvial de Porto Velho,MFM,MARINHEIRO FLUVIAL DE MÁQUINAS,3,150
9,CFPV,RO,Capitania Fluvial de Porto Velho,MGP,MERGULHADOR QUE OPERA COM MISTURA GASOSA ARTIFICIAL,4,1
9,CFPV,RO,Capitania Fluvial de Porto Velho,PFL,PILOTO FLUVIAL,6,3
9,CFPV,RO,Capitania Fluvial de Porto Velho,MCB,MESTRE DE CABOTAGEM,6,4
9,CFPV,RO,Capitania Fluvial de Porto Velho,ENF,ENFERMEIRO,5,23
9,CFPV,RO,Capitania Fluvial de Porto Velho,POP,PESCADOR PROFISSIONAL,2,39
9,CFPV,RO,Capitania Fluvial de Porto Velho,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,2,77
9,CFPV,RO,Capitania Fluvial de Porto Velho,PLF,PILOTO FLUVIAL,6,157
9,CFPV,RO,Capitania Fluvial de Porto Velho,SUF,SUPERVISOR MAQUINISTA - MOTORISTA FLUVIAL,7,1
9,CFPV,RO,Capitania Fluvial de Porto Velho,MAC,MARINHEIRO AUXILIAR DE CONVÉS,2,12
9,CFPV,RO,Capitania Fluvial de Porto Velho,1OM,PRIMEIRO OFICIAL DE MÁQUINAS,8,1
9,CFPV,RO,Capitania Fluvial de Porto Velho,CFL,CAPITÃO FLUVIAL,7,18
9,CFPV,RO,Capitania Fluvial de Porto Velho,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,1,707
9,CFPV,RO,Capitania Fluvial de Porto Velho,MAM,MARINHEIRO AUXILIAR DE MÁQUINAS,2,10
9,CFPV,RO,Capitania Fluvial de Porto Velho,MFC,MARINHEIRO FLUVIAL DE CONVÉS,3,97
9,CFPV,RO,Capitania Fluvial de Porto Velho,CZA,COZINHEIRO,2,139
9,CFPV,RO,Capitania Fluvial de Porto Velho,2OM,SEGUNDO OFICIAL DE MÁQUINAS,7,1
9,CFPV,RO,Capitania Fluvial de Porto Velho,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,1,68
9,CFPV,RO,Capitania Fluvial de Porto Velho,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,2,717
9,CFT,AM,Capitania Fluvial de Tabatinga,POP,PESCADOR PROFISSIONAL,1,14
9,CFT,AM,Capitania Fluvial de Tabatinga,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,1,419
9,CFT,AM,Capitania Fluvial de Tabatinga,TAA,TAIFEIRO,2,7
9,CFT,AM,Capitania Fluvial de Tabatinga,ENF,ENFERMEIRO,5,45
9,CFT,AM,Capitania Fluvial de Tabatinga,MAM,MARINHEIRO AUXILIAR DE MÁQUINAS,2,1
9,CFT,AM,Capitania Fluvial de Tabatinga,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,1,58
9,CFT,AM,Capitania Fluvial de Tabatinga,ASA,AUXILIAR DE SAÚDE,3,40
9,CFT,AM,Capitania Fluvial de Tabatinga,APP,APRENDIZ DE PESCA,1,1
9,CFT,AM,Capitania Fluvial de Tabatinga,CTR,CONTRAMESTRE,5,1
9,CFT,AM,Capitania Fluvial de Tabatinga,MFC,MARINHEIRO FLUVIAL DE CONVÉS,3,497
9,CFT,AM,Capitania Fluvial de Tabatinga,MAF,MARINHEIRO FLUVIAL AUXILIAR DE CONVÉS,2,968
9,CFT,AM,Capitania Fluvial de Tabatinga,MFL,MESTRE FLUVIAL,5,8
9,CFT,AM,Capitania Fluvial de Tabatinga,PFL,PILOTO FLUVIAL,6,8
9,CFT,AM,Capitania Fluvial de Tabatinga,MAC,MARINHEIRO AUXILIAR DE CONVÉS,2,15
9,CFT,AM,Capitania Fluvial de Tabatinga,POP,PESCADOR PROFISSIONAL,2,21
9,CFT,AM,Capitania Fluvial de Tabatinga,PLF,PILOTO FLUVIAL,6,28
9,CFT,AM,Capitania Fluvial de Tabatinga,CMF,CONTRAMESTRE FLUVIAL,4,172
9,CFT,AM,Capitania Fluvial de Tabatinga,MMA,MARINHEIRO FLUVIAL AUXILIAR DE MÁQUINAS,2,102
9,CFT,AM,Capitania Fluvial de Tabatinga,MFM,MARINHEIRO FLUVIAL DE MÁQUINAS,3,119
9,CFT,AM,Capitania Fluvial de Tabatinga,CTF,CONDUTOR MAQUINISTA - MOTORISTA FLUVIAL,5,17
9,CFT,AM,Capitania Fluvial de Tabatinga,CZA,COZINHEIRO,2,102
